,time,central#commodity,central#econ,central#employ,central#equity,central#inflation,central#rate,central#treasury,central#yeild
0,2015-07-31,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
1,2015-07-31,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
2,2015-07-30,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3,2015-07-30,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0
4,2015-07-30,0.0,2.0,0.0,0.0,0.0,3.0,1,1.0
5,2015-07-29,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
6,2015-07-29,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
7,2015-07-29,1.0,2.0,0.0,0.0,1.0,4.0,1,0.0
8,2015-07-29,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
9,2015-07-29,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
10,2015-07-29,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
11,2015-07-29,0.0,7.0,0.0,0.0,3.0,5.0,1,0.0
12,2015-07-29,1.0,3.0,0.0,2.0,1.0,1.0,1,5.0
13,2015-07-28,0.0,1.0,0.0,0.0,0.0,2.0,1,0.0
14,2015-07-28,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
15,2015-07-28,2.0,3.0,0.0,0.0,0.0,0.0,1,3.0
16,2015-07-27,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
17,2015-07-27,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
18,2015-07-27,4.0,0.0,0.0,0.0,1.0,2.0,1,3.0
19,2015-07-24,0.0,2.0,0.0,0.0,0.0,1.0,1,0.0
20,2015-07-23,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
21,2015-07-23,0.0,0.0,0.0,0.0,0.0,4.0,1,0.0
22,2015-07-23,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
23,2015-07-23,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
24,2015-07-23,1.0,2.0,0.0,1.0,0.0,2.0,1,0.0
25,2015-07-21,0.0,2.0,1.0,0.0,0.0,0.0,1,0.0
26,2015-07-18,0.0,2.0,0.0,0.0,0.0,4.0,1,1.0
27,2015-07-16,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
28,2015-07-13,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
29,2015-07-13,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
30,2015-07-12,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
31,2015-07-10,0.0,12.0,9.0,0.0,2.0,5.0,2,0.0
32,2015-07-10,0.0,2.0,0.0,0.0,0.0,1.0,1,0.0
33,2015-07-10,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
34,2015-07-09,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0
35,2015-07-09,0.0,1.0,0.0,0.0,0.0,1.0,2,0.0
36,2015-07-08,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
37,2015-07-08,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
38,2015-07-08,0.0,0.0,1.0,0.0,0.0,3.0,1,0.0
39,2015-07-08,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0
40,2015-07-08,1.0,0.0,2.0,0.0,0.0,0.0,1,2.0
41,2015-07-07,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
42,2015-07-07,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0
43,2015-07-06,0.0,5.0,0.0,0.0,0.0,13.0,1,0.0
44,2015-07-06,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0
45,2015-07-04,0.0,0.0,0.0,0.0,0.0,15.0,1,0.0
46,2015-07-02,0.0,1.0,1.0,0.0,0.0,9.0,1,0.0
47,2015-07-01,0.0,0.0,2.0,1.0,0.0,1.0,1,0.0
48,2015-06-30,0.0,0.0,5.0,0.0,0.0,0.0,1,0.0
49,2015-06-29,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
50,2015-06-26,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
51,2015-06-25,0.0,2.0,0.0,0.0,0.0,0.0,1,0.0
52,2015-06-25,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0
53,2015-06-24,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
54,2015-06-24,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
55,2015-06-24,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
56,2015-06-24,0.0,0.0,2.0,1.0,0.0,1.0,1,0.0
57,2015-06-23,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0
58,2015-06-23,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0
59,2015-06-22,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
60,2015-06-22,0.0,0.0,2.0,0.0,0.0,1.0,1,4.0
61,2015-06-20,0.0,2.0,2.0,0.0,0.0,2.0,1,0.0
62,2015-06-19,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0
63,2015-06-19,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
64,2015-06-19,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0
65,2015-06-18,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0
66,2015-06-18,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
67,2015-06-18,2.0,7.0,1.0,0.0,0.0,4.0,1,0.0
68,2015-06-18,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
69,2015-06-18,0.0,3.0,0.0,1.0,0.0,12.0,1,3.0
70,2015-06-17,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0
71,2015-06-17,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
72,2015-06-17,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
73,2015-06-17,0.0,1.0,0.0,0.0,1.0,9.0,1,0.0
74,2015-06-17,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
75,2015-06-17,0.0,1.0,0.0,0.0,0.0,2.0,1,0.0
76,2015-06-17,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
77,2015-06-17,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
78,2015-06-17,0.0,0.0,0.0,0.0,0.0,4.0,1,2.0
79,2015-06-16,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0
80,2015-06-16,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
81,2015-06-16,0.0,1.0,0.0,0.0,0.0,4.0,1,0.0
82,2015-06-16,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
83,2015-06-16,3.0,0.0,0.0,1.0,0.0,1.0,1,2.0
84,2015-06-15,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0
85,2015-06-15,0.0,4.0,0.0,1.0,0.0,1.0,1,4.0
86,2015-06-13,1.0,1.0,1.0,0.0,0.0,0.0,1,0.0
87,2015-06-12,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0
88,2015-06-11,1.0,2.0,0.0,0.0,0.0,2.0,1,2.0
89,2015-06-10,1.0,0.0,0.0,0.0,0.0,3.0,1,4.0
90,2015-06-09,0.0,2.0,0.0,0.0,0.0,0.0,1,0.0
91,2015-06-05,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0
92,2015-06-05,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
93,2015-06-05,0.0,4.0,1.0,0.0,1.0,3.0,1,0.0
94,2015-06-04,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0
95,2015-06-04,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
96,2015-06-04,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
97,2015-06-03,0.0,2.0,0.0,0.0,0.0,0.0,1,0.0
98,2015-06-02,0.0,1.0,1.0,0.0,0.0,1.0,1,0.0
99,2015-06-02,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0
100,2015-05-29,0.0,2.0,0.0,0.0,0.0,0.0,1,1.0
101,2015-05-29,1.0,0.0,0.0,0.0,1.0,2.0,1,1.0
102,2015-05-27,1.0,1.0,0.0,0.0,1.0,0.0,1,2.0
103,2015-05-26,0.0,1.0,0.0,0.0,0.0,2.0,1,1.0
104,2015-05-23,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0
105,2015-05-22,0.0,1.0,0.0,0.0,0.0,3.0,1,0.0
106,2015-05-21,0.0,1.0,2.0,0.0,0.0,0.0,1,0.0
107,2015-05-21,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
108,2015-05-21,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0
109,2015-05-21,0.0,5.0,1.0,0.0,1.0,7.0,1,2.0
110,2015-05-20,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
111,2015-05-20,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
112,2015-05-20,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
113,2015-05-20,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0
114,2015-05-20,0.0,1.0,0.0,0.0,0.0,4.0,1,1.0
115,2015-05-20,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
116,2015-05-20,1.0,2.0,0.0,0.0,0.0,7.0,1,1.0
117,2015-05-19,0.0,2.0,0.0,0.0,0.0,0.0,1,0.0
118,2015-05-19,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
119,2015-05-19,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
120,2015-05-18,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
121,2015-05-18,1.0,1.0,0.0,0.0,0.0,2.0,1,0.0
122,2015-05-17,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
123,2015-05-15,3.0,3.0,1.0,0.0,0.0,0.0,1,0.0
124,2015-05-13,0.0,4.0,0.0,0.0,0.0,0.0,1,0.0
125,2015-05-12,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
126,2015-05-10,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
127,2015-05-09,0.0,1.0,1.0,0.0,0.0,2.0,1,0.0
128,2015-05-08,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0
129,2015-05-08,0.0,2.0,0.0,0.0,0.0,0.0,1,0.0
130,2015-05-06,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
131,2015-05-06,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
132,2015-05-05,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
133,2015-05-05,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
134,2015-05-04,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
135,2015-05-04,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0
136,2015-05-04,0.0,1.0,1.0,1.0,0.0,4.0,1,0.0
137,2015-05-02,0.0,0.0,3.0,0.0,0.0,0.0,1,0.0
138,2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
139,2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
140,2015-05-01,0.0,7.0,0.0,0.0,0.0,0.0,1,0.0
141,2015-04-30,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0
142,2015-04-30,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
143,2015-04-30,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
144,2015-04-30,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0
145,2015-04-30,1.0,0.0,0.0,0.0,0.0,4.0,1,0.0
146,2015-04-30,0.0,0.0,0.0,0.0,2.0,3.0,1,0.0
147,2015-04-30,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0
148,2015-04-30,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0
149,2015-04-30,0.0,1.0,1.0,0.0,0.0,0.0,1,2.0
150,2015-04-29,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0
151,2015-04-29,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
152,2015-04-29,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
153,2015-04-29,0.0,3.0,2.0,0.0,0.0,4.0,1,0.0
154,2015-04-29,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
155,2015-04-29,1.0,4.0,2.0,0.0,0.0,0.0,1,2.0
156,2015-04-29,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0
157,2015-04-29,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0
158,2015-04-29,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
159,2015-04-29,0.0,1.0,0.0,0.0,0.0,4.0,1,4.0
160,2015-04-28,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
161,2015-04-28,1.0,1.0,0.0,1.0,0.0,2.0,1,1.0
162,2015-04-27,0.0,0.0,3.0,0.0,1.0,0.0,1,0.0
163,2015-04-27,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0
164,2015-04-27,2.0,2.0,0.0,0.0,0.0,1.0,1,1.0
165,2015-04-22,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0
166,2015-04-20,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
167,2015-04-20,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0
168,2015-04-19,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
169,2015-04-17,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0
170,2015-04-15,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0
171,2015-04-14,0.0,3.0,0.0,0.0,0.0,0.0,1,0.0
172,2015-04-13,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
173,2015-04-13,0.0,1.0,2.0,0.0,3.0,3.0,1,0.0
174,2015-04-10,0.0,4.0,0.0,0.0,0.0,8.0,1,0.0
175,2015-04-10,0.0,0.0,0.0,0.0,1.0,2.0,1,0.0
176,2015-04-10,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0
177,2015-04-10,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0
178,2015-04-09,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0
179,2015-04-09,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
180,2015-04-09,0.0,1.0,0.0,0.0,0.0,2.0,1,1.0
181,2015-04-08,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
182,2015-04-08,0.0,1.0,2.0,0.0,0.0,2.0,1,0.0
183,2015-04-08,1.0,1.0,0.0,0.0,1.0,0.0,1,0.0
184,2015-04-08,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
185,2015-04-08,0.0,2.0,0.0,0.0,0.0,1.0,1,1.0
186,2015-04-07,0.0,1.0,1.0,0.0,0.0,1.0,1,0.0
187,2015-04-07,1.0,1.0,0.0,0.0,0.0,1.0,1,2.0
188,2015-04-06,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
189,2015-04-03,0.0,2.0,1.0,0.0,5.0,5.0,1,0.0
190,2015-04-03,0.0,3.0,4.0,0.0,0.0,0.0,1,0.0
191,2015-04-01,0.0,4.0,1.0,0.0,0.0,6.0,1,0.0
192,2015-03-31,2.0,0.0,1.0,0.0,0.0,2.0,1,0.0
193,2015-03-30,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
194,2015-03-30,1.0,0.0,0.0,1.0,0.0,2.0,1,0.0
195,2015-03-29,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0
196,2015-03-28,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0
197,2015-03-27,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0
198,2015-03-27,0.0,0.0,0.0,0.0,0.0,4.0,1,0.0
199,2015-03-27,1.0,2.0,0.0,0.0,0.0,3.0,1,1.0
200,2015-03-26,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
201,2015-03-26,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
202,2015-03-26,0.0,3.0,0.0,0.0,0.0,1.0,1,0.0
203,2015-03-26,0.0,1.0,0.0,0.0,0.0,3.0,1,2.0
204,2015-03-25,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
205,2015-03-25,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
206,2015-03-25,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
207,2015-03-25,0.0,2.0,0.0,0.0,1.0,4.0,1,2.0
208,2015-03-24,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
209,2015-03-24,2.0,1.0,0.0,0.0,0.0,4.0,1,2.0
210,2015-03-23,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
211,2015-03-23,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
212,2015-03-23,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
213,2015-03-23,1.0,5.0,0.0,0.0,1.0,11.0,1,0.0
214,2015-03-23,0.0,2.0,1.0,0.0,0.0,3.0,1,0.0
215,2015-03-22,0.0,0.0,1.0,0.0,0.0,2.0,1,0.0
216,2015-03-22,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0
217,2015-03-21,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
218,2015-03-21,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
219,2015-03-20,0.0,2.0,0.0,0.0,0.0,5.0,1,0.0
220,2015-03-20,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
221,2015-03-20,2.0,0.0,1.0,0.0,0.0,4.0,1,0.0
222,2015-03-19,0.0,0.0,4.0,0.0,0.0,0.0,2,0.0
223,2015-03-19,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
224,2015-03-19,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
225,2015-03-19,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
226,2015-03-19,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
227,2015-03-19,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
228,2015-03-19,0.0,0.0,0.0,0.0,0.0,4.0,1,0.0
229,2015-03-19,0.0,0.0,0.0,1.0,1.0,7.0,1,1.0
230,2015-03-18,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
231,2015-03-18,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
232,2015-03-18,1.0,5.0,0.0,0.0,0.0,2.0,1,0.0
233,2015-03-18,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
234,2015-03-18,0.0,1.0,0.0,0.0,3.0,3.0,1,0.0
235,2015-03-18,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
236,2015-03-18,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
237,2015-03-18,0.0,4.0,2.0,1.0,1.0,4.0,1,0.0
238,2015-03-18,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0
239,2015-03-18,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0
240,2015-03-18,1.0,2.0,2.0,0.0,1.0,3.0,1,0.0
241,2015-03-17,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
242,2015-03-17,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0
243,2015-03-17,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
244,2015-03-17,3.0,1.0,2.0,2.0,0.0,2.0,1,2.0
245,2015-03-16,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0
246,2015-03-16,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
247,2015-03-16,1.0,2.0,0.0,0.0,0.0,1.0,1,2.0
248,2015-03-15,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
249,2015-03-15,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0
250,2015-03-13,0.0,2.0,0.0,0.0,0.0,4.0,1,1.0
251,2015-03-12,0.0,0.0,2.0,0.0,0.0,4.0,1,0.0
252,2015-03-11,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
253,2015-03-11,3.0,1.0,1.0,0.0,0.0,1.0,1,1.0
254,2015-03-10,1.0,0.0,1.0,0.0,0.0,2.0,1,3.0
255,2015-03-08,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
256,2015-03-06,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
257,2015-03-06,0.0,0.0,4.0,0.0,0.0,4.0,1,0.0
258,2015-03-06,1.0,2.0,3.0,0.0,1.0,6.0,1,0.0
259,2015-03-05,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
260,2015-03-04,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
261,2015-02-26,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0
262,2015-02-25,0.0,7.0,0.0,0.0,0.0,2.0,1,0.0
263,2015-02-25,1.0,1.0,0.0,1.0,1.0,4.0,1,1.0
264,2015-02-24,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
265,2015-02-24,1.0,1.0,1.0,0.0,0.0,3.0,1,1.0
266,2015-02-23,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
267,2015-02-23,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0
268,2015-02-22,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
269,2015-02-20,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0
270,2015-02-20,0.0,3.0,0.0,0.0,0.0,0.0,1,0.0
271,2015-02-19,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0
272,2015-02-19,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
273,2015-02-19,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
274,2015-02-19,3.0,0.0,1.0,0.0,0.0,3.0,1,4.0
275,2015-02-18,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
276,2015-02-18,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
277,2015-02-18,1.0,0.0,0.0,0.0,1.0,4.0,1,0.0
278,2015-02-18,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
279,2015-02-18,3.0,1.0,1.0,1.0,1.0,3.0,1,0.0
280,2015-02-16,0.0,2.0,0.0,2.0,0.0,1.0,1,1.0
281,2015-02-14,0.0,0.0,0.0,0.0,1.0,2.0,2,0.0
282,2015-02-12,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0
283,2015-02-09,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0
284,2015-02-09,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0
285,2015-02-08,6.0,1.0,0.0,0.0,0.0,0.0,2,0.0
286,2015-02-06,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
287,2015-02-06,0.0,1.0,3.0,0.0,0.0,1.0,1,0.0
288,2015-02-04,4.0,0.0,0.0,0.0,0.0,0.0,1,1.0
289,2015-02-03,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
290,2015-02-02,0.0,5.0,0.0,0.0,0.0,1.0,1,0.0
291,2015-02-01,4.0,2.0,0.0,0.0,0.0,1.0,1,0.0
292,2015-01-31,0.0,0.0,1.0,0.0,0.0,4.0,1,0.0
